,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,start_date,start_date_local,timezone,utc_offset,Runner
60,5009.5,1633,1659,2,Run,Run,,2021-07-31T08:23:02Z,2021-07-31T09:23:02Z,(GMT+00:00) Europe/London,3600,Rob
61,5009.6,1637,1691,20,Run,Run,,2021-07-27T18:21:50Z,2021-07-27T19:21:50Z,(GMT+00:00) Europe/London,3600,Rob
62,6509.3,2262,2466,16,Run,Run,0,2021-07-26T16:12:25Z,2021-07-26T17:12:25Z,(GMT+00:00) Europe/London,3600,Rob
63,10005.9,3428,3472,2,Run,Run,,2021-07-25T09:39:21Z,2021-07-25T10:39:21Z,(GMT+00:00) Europe/London,3600,Rob
64,4998.1,1468,1475,0,Run,Run,0,2021-07-24T08:01:58Z,2021-07-24T09:01:58Z,(GMT+00:00) Europe/London,3600,Rob
65,6000.2,1917,1926,11.6,Run,Run,0,2021-07-13T16:41:40Z,2021-07-13T17:41:40Z,(GMT+00:00) Europe/London,3600,Rob
66,6334,2223,2483,10,Run,Run,,2021-06-30T16:43:05Z,2021-06-30T17:43:05Z,(GMT+00:00) Europe/London,3600,Rob
67,15004.8,5339,5450,17,Run,Run,0,2021-06-27T10:34:43Z,2021-06-27T11:34:43Z,(GMT+00:00) Europe/London,3600,Rob
68,5002.3,1599,1599,19,Run,Run,,2021-06-15T17:37:39Z,2021-06-15T18:37:39Z,(GMT+00:00) Europe/London,3600,Rob
69,10011.5,3720,3728,78,Run,Run,0,2021-06-14T16:56:34Z,2021-06-14T17:56:34Z,(GMT+00:00) Europe/London,3600,Rob
70,4970,1641,1679,19,Run,Run,,2021-06-13T10:29:41Z,2021-06-13T11:29:41Z,(GMT+00:00) Europe/London,3600,Rob
71,4435.3,1646,1664,14,Run,Run,,2021-06-07T17:06:44Z,2021-06-07T18:06:44Z,(GMT+00:00) Europe/London,3600,Rob
72,5003,1547,1572,27.6,Run,Run,0,2021-06-06T10:21:01Z,2021-06-06T11:21:01Z,(GMT+00:00) Europe/London,3600,Rob
73,10165.2,3321,3389,28.6,Run,Run,0,2021-06-05T09:40:25Z,2021-06-05T10:40:25Z,(GMT+00:00) Europe/London,3600,Rob
74,10002.5,3302,3653,37.3,Run,Run,0,2021-05-30T13:30:02Z,2021-05-30T14:30:02Z,(GMT+00:00) Europe/London,3600,Rob
75,0,4838,4838,0,Workout,Workout,,2021-05-11T17:50:35Z,2021-05-11T18:50:35Z,(GMT+00:00) Europe/London,3600,Rob
76,5008,1605,1675,31.1,Run,Run,0,2021-04-24T09:44:40Z,2021-04-24T10:44:40Z,(GMT+00:00) Europe/London,3600,Rob
77,4903.5,1397,1443,20.7,Run,Run,,2021-04-19T17:29:17Z,2021-04-19T18:29:17Z,(GMT+00:00) Europe/London,3600,Rob
78,10012.3,3032,3114,16.6,Run,Run,0,2021-04-06T17:25:28Z,2021-04-06T18:25:28Z,(GMT+00:00) Europe/London,3600,Rob
79,10022.5,3507,3551,90.8,Run,Run,,2021-04-03T13:46:12Z,2021-04-03T14:46:12Z,(GMT+00:00) Europe/London,3600,Rob
80,4635.1,1376,1376,13.3,Run,Run,0,2021-04-02T14:45:38Z,2021-04-02T15:45:38Z,(GMT+00:00) Europe/London,3600,Rob
81,10003,3131,3153,12.7,Run,Run,0,2021-03-30T16:36:24Z,2021-03-30T17:36:24Z,(GMT+00:00) Europe/London,3600,Rob
82,13526.2,4228,4944,22,Run,Run,,2021-03-27T10:56:02Z,2021-03-27T10:56:02Z,(GMT+00:00) Europe/London,0,Rob
83,8956.7,3027,3030,28.7,Run,Run,0,2021-03-23T18:40:50Z,2021-03-23T18:40:50Z,(GMT+00:00) Europe/London,0,Rob
84,5002.7,1690,1742,36.4,Run,Run,0,2021-03-18T05:39:38Z,2021-03-18T05:39:38Z,(GMT+00:00) Europe/London,0,Rob
85,5718.7,1835,1886,31.1,Run,Run,0,2021-03-17T06:09:07Z,2021-03-17T06:09:07Z,(GMT+00:00) Europe/London,0,Rob
86,5016.7,1463,1502,27.6,Run,Run,0,2021-03-12T18:32:18Z,2021-03-12T18:32:18Z,(GMT+00:00) Europe/London,0,Rob
87,4970.4,1557,1627,26.2,Run,Run,0,2021-03-10T18:02:33Z,2021-03-10T18:02:33Z,(GMT+00:00) Europe/London,0,Rob
88,5241,1671,1704,25.3,Run,Run,0,2021-03-09T17:23:34Z,2021-03-09T17:23:34Z,(GMT+00:00) Europe/London,0,Rob
89,7001,2203,2243,42.8,Run,Run,0,2021-02-28T12:28:54Z,2021-02-28T12:28:54Z,(GMT+00:00) Europe/London,0,Rob
90,7369,2142,2170,11.5,Run,Run,0,2021-02-27T11:31:37Z,2021-02-27T11:31:37Z,(GMT+00:00) Europe/London,0,Rob
91,5002.8,1529,1555,25.1,Run,Run,0,2021-02-24T18:20:28Z,2021-02-24T18:20:28Z,(GMT+00:00) Europe/London,0,Rob
92,7006.7,2029,2673,2.9,Run,Run,0,2021-02-23T17:59:34Z,2021-02-23T17:59:34Z,(GMT+00:00) Europe/London,0,Rob
93,33732.8,12828,13282,357.9,Run,Run,0,2021-02-14T12:58:01Z,2021-02-14T12:58:01Z,(GMT+00:00) Europe/London,0,Rob
94,5001.4,1461,1485,23.6,Run,Run,0,2021-02-08T17:30:58Z,2021-02-08T17:30:58Z,(GMT+00:00) Europe/London,0,Rob
95,27885.4,10818,10943,302.5,Run,Run,0,2021-02-06T13:00:38Z,2021-02-06T13:00:38Z,(GMT+00:00) Europe/London,0,Rob
96,7715.6,2539,2548,50.1,Run,Run,0,2021-02-04T16:54:14Z,2021-02-04T16:54:14Z,(GMT+00:00) Europe/London,0,Rob
97,15004.4,5309,5314,145.8,Run,Run,0,2021-01-30T12:07:44Z,2021-01-30T12:07:44Z,(GMT+00:00) Europe/London,0,Rob
98,5001.7,1416,1416,19.9,Run,Run,0,2021-01-27T16:58:34Z,2021-01-27T16:58:34Z,(GMT+00:00) Europe/London,0,Rob
99,21423.2,6884,7110,178.4,Run,Run,0,2021-01-23T11:47:10Z,2021-01-23T11:47:10Z,(GMT+00:00) Europe/London,0,Rob
100,5002.4,1597,1597,55.3,Run,Run,0,2021-01-19T18:27:14Z,2021-01-19T18:27:14Z,(GMT+00:00) Europe/London,0,Rob
